particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
59,9,,,-5365,-1187,100-200,100-200,fragment,brown,"Depth in Z, looks mineral.",,59,V2.226,8d95453b9e146bd093a2413ebf1ffe95,0.653777,0.7,FALSE,7.245747,4,TRUE,FALSE,6,14,Sagehen_March142022_2_top_100_51-750009.CSV,CC BY-NC,V2.226,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b202e7fe6ad611e4a162afae833c5d85,53.42844,rruff,raman,fluorite,minerals,fluorite__r050115__broad_scan__780__0__unoriented__raman_data_raw__16021,rruff,r050115,caf_2_,"isthak valley iskardu, n.a. gilgit, pakistan",syed shah,the identification of this mineral has been confirmed by x-ray diffraction and chemical analysis,rruff.info/r050115,caf_2_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,colorless fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.851398
60,10,,,-5744,435,50-100,50-100,film,translucent,On wire corner,,60,V2.227,d0f016041b7c1b7419626e814b2a88c9,0.831455,0.7,TRUE,4.747302,4,TRUE,TRUE,7,14,Sagehen_March142022_2_top_100_51-750010.CSV,CC BY-NC,V2.227,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f1ea2bceb4d15e84f52ed9d176f4d14e,15.01828,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_0,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.989042
61,11,,,-5213,-4774,50-100,100-200,fragment,multi,brown-white-translucent,,61,V2.228,ee86459df7c13b9442a27ea85b1e0bf8,0.929731,0.7,TRUE,18.17369,4,TRUE,TRUE,8,14,Sagehen_March142022_2_top_100_51-750011.CSV,CC BY-NC,V2.228,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f10b78c28eac897b20588b8b3ed3ef6d,30.96513,aline carvalho,ftir,polyethylene,polymers,polyethylene_72_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.985564
62,12,,,-5311,-4458,50-100,200-300,fragment,multi,brown-white-translucent,,62,V2.229,ce50f6e46198066847def3525d475688,0.838979,0.7,TRUE,10.8791,4,TRUE,TRUE,9,14,Sagehen_March142022_2_top_100_51-750012.CSV,CC BY-NC,V2.229,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9b01034e4a7a7982a8c7c8395c6c0f91,14.00541,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_1,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.989042
63,13,,,-4835,2367,<50,300-400,fiber/filament,brown,"Touching particle 21, possibly connected. Depth in Z",,63,V2.230,acb66b066f21305d27fb34b09de50502,0.885681,0.7,TRUE,10.37878,4,TRUE,TRUE,10,14,Sagehen_March142022_2_top_100_51-750013.CSV,CC BY-NC,V2.230,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4be1f4c2e87a4e31513e357404370ad5,6.941051,usda,ftir,soil,soil,297915xn01_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.987054
64,14,,,-4947,-2271,50-100,100-200,fragment,white ,white-translucent,,64,V2.231,c7a258bbdecb5e840a0a506adbe7a679,0.864136,0.7,TRUE,8.293671,4,TRUE,TRUE,11,14,Sagehen_March142022_2_top_100_51-750014.CSV,CC BY-NC,V2.231,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,9bdbd093bef4509c548194858d1d87b4,72.75867,primpke et al. 2018,ftir,acrylonitrile butadiene styrene,"polymer, minerals, organic materials",3primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,light brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foil,rsh polymere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other plastic,plastic,acrylonitrile butadiene styrene (abs),other plastic,0.878337
65,15,,,-4811,-4299,50-100,100-200,fragment,white ,white-brown,,65,V2.232,01753a31301e577c5d672fece8b9f15c,0.794973,0.7,TRUE,6.181351,4,TRUE,TRUE,12,14,Sagehen_March142022_2_top_100_51-750015.CSV,CC BY-NC,V2.232,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,2388fd68d134a172f717048cb5b87e64,4.501921,win cowger and sebastian primpke,ftir,fibre_indian_raw_cotton,"polymer, minerals, organic materials",reflectance_4_h8_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_indian_raw_cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.977186
66,16,,,-4524,2306,<50,300-400,fiber/filament,white ,"Very thin, noisy spectra",,66,V2.233,e42f6ddbda160f2a9b764f2a3475ce9e,0.80258,0.7,TRUE,6.042393,4,TRUE,TRUE,13,14,Sagehen_March142022_2_top_100_51-750016.CSV,CC BY-NC,V2.233,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,0a4d07522cf3f78168567f434711ed68,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
67,17,,,-4613,-12346,50-100,50-100,fragment,translucent,"On wire, depth in Z",,67,V2.234,66bd9b4fbdc90fb9e0e8e2db20c0dee8,0.785036,0.7,TRUE,24.59886,4,TRUE,TRUE,14,14,Sagehen_March142022_2_top_100_51-750017.CSV,CC BY-NC,V2.234,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f9f98ec66c091b636a7265a7aa749f12,83.34713,rruff,raman,spurrite,minerals,spurrite__r050236__broad_scan__780__0__unoriented__raman_data_processed__20327,rruff,r050236,ca_5_(sio_4_)_2_(co_3_),"south sister peak, luna county, new mexico, usa",marcus origlieri,the identification of this mineral has been confirmed by x-ray diffraction and chemical analysis,rruff.info/r050236,ca_5.00_(si_1.00_o_4_)_2_(co_3_),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lavendar-gray massive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.864597
68,18,,,-4305,-4511,100-200,200-300,fragment,brown,,,68,V2.235,b2c045844d84dac75d8c3229375d753a,0.847125,0.7,TRUE,4.661753,4,TRUE,TRUE,15,14,Sagehen_March142022_2_top_100_51-750018.CSV,CC BY-NC,V2.235,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4b0f25be67776e2fe8ec5317b686b195,18.87023,"flopp, de frond et al. 2021",ftir,c5. pink fiber bundle,polymers,c5. pink fiber bundle,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,12:09:57,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,7/9/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.970598
69,19,,,-4351,-3466,50-100,50-100,film,translucent,On wire,,69,V2.236,04faa1809af1289f0c7dc532f299b4d4,0.781453,0.7,TRUE,5.994142,4,TRUE,TRUE,16,14,Sagehen_March142022_2_top_100_51-750019.CSV,CC BY-NC,V2.236,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,b727593f46a28ebb3c7f1d2d1039346f,4.47843,aline carvalho,ftir,polystyrene,polymers,polystyrene_432_aline,,,,,,,,,atr,,,,,,"thermo nicolet 670, thermo fisher scientific",,,,,,,,,,,,,,,,4 cm-1,(atr diamond crystal),"400 to 4000 cm-1, applying 8 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atr correction,,,,"polystyrenes (polyphenylethylenes, -methylstyrene)",plastic,polystyrene,"polystyrenes (polyphenylethylenes, -methylstyrene)",0.972083
70,20,,,-4428,-3193,50-100,50-100,film,white ,On wire,,70,V2.237,ee68782faa22fc13e48ce666b477639f,0.810214,0.7,TRUE,8.82858,4,TRUE,TRUE,17,14,Sagehen_March142022_2_top_100_51-750020.CSV,CC BY-NC,V2.237,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6a86119d97ba15359941624a8976b6ac,13.92622,win cowger and sebastian primpke,ftir,pe,"polymer, minerals, organic materials",atr_6_c10_1,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.975436
71,21,,,-4120,-2532,50-100,100-200,fragment,brown,,,71,V2.238,7c49a42e5c2a33bb9937af3caeac5dc0,0.809548,0.7,TRUE,6.577483,4,TRUE,TRUE,1,15,Sagehen_March142022_2_top_100_51-750021.CSV,CC BY-NC,V2.238,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c80bdc40101d5d6aeffb66b0824d7c83,11.55198,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",atr_7_f8_2,,,,,,,,,atr,,,,,,,,"roscher, lisa; fehres, annika; reisel, lorenz; halbach, maurits; scholz-bttcher, barbara; gerriets, michaela; badewien, thomas h; shiravani, gholamreza; wurpts, andreas; primpke, sebastian; gerdts, gunnar (2021): abundances of large microplastics (l-mp, 500-5000 m) in surface waters of the weser estuary and the german north sea (april 2018). pangaea, https://doi.org/10.1594/pangaea.938143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.98227
72,22,,,-3995,-2430,50-100,300-400,fragment,translucent,,,72,V2.239,99dbd4d5c78d84a95a2ef955a842a644,0.727978,0.7,TRUE,132.2705,4,TRUE,TRUE,2,15,Sagehen_March142022_2_top_100_51-750022.CSV,CC BY-NC,V2.239,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,d9dac2e3376bbbdf06d772b588b7224c,13.01475,microplastix,ftir,(05) ps,,,,,,,,,,,,absorbance,,,,,,,"lenz, r., fischer, f., arnold, m., fernndez-gonzlez, v., moscoso prez, c. m., andrade-garda, j. m., muniategui-lorenzo, s., & fischer, d. (2023). robna/mpx_specdb: microplastix specdb (v1.0.2) [data set]. zenodo. https://doi.org/10.5281/zenodo.10149551",,,,,,,,,,,,,,,,,robin lenz,nap,summer,dry,bio,atr,60,5,/home/rob/ipfnextcloud/microplastix/udc_specdata/naples_summer/microplastix_naples_t60_summer__ps_1_1_1.sp,bay of naples,italy,40.83306,14.25306,9867af4b7810b8422ebacf0f196afb06c12ea74d3dc9c5186e63f465e426535f,cm-1,a,crt300.00,carat,gpps,,,,,,,,,,,,,,,,,carat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"polystyrenes (polyphenylethylenes, -methylstyrene)",plastic,polystyrene,polyolefins (polyalkenes),0.96687
73,23,,,-2240,2962,<50,1000-2000,fiber/filament,translucent,~1100-1200,,73,V2.240,5d4baa024bcec45603f6e2bb4c399975,0.842617,0.7,TRUE,5.978339,4,TRUE,TRUE,3,15,Sagehen_March142022_2_top_100_51-750023.CSV,CC BY-NC,V2.240,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,488db08c25f8cb7a025e85cca5a993e0,8.128733,primpke et al. 2018,ftir,fibre flax,"polymer, minerals, organic materials",79primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fibre,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organic matter,not plastic,,organic matter,0.98591
74,24,,,-2673,-1613,100-200,600-700,fragment,multi,Blue-brown-white-translucent,,74,V2.241,79fda6dcb482b4efa4841f315eb03b97,0.909182,0.7,TRUE,11.05799,4,TRUE,TRUE,4,15,Sagehen_March142022_2_top_100_51-750024.CSV,CC BY-NC,V2.241,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e0a3ee51a3d1d6635c18718654fea44b,17.75489,kimmel_center,ftir,keratin (fingernail),"organic materials, minerals, archeology",./keratin (fingernail).dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011 15:49:26,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.923214
75,25,,,-3850,-1693,50-100,500-600,fragment,multi,Blue-brown-white-translucent,,75,V2.242,5cf0aeaf1404351901fad4cdcc937bd4,0.868635,0.7,TRUE,6.135767,4,TRUE,TRUE,5,15,Sagehen_March142022_2_top_100_51-750025.CSV,CC BY-NC,V2.242,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6e049981ce1332fd0443b1aa0f8cf8e8,393.4161,kimmel_center,ftir,"collagen (fossil >50,000 bp)","organic materials, minerals, archeology","./collagen (fossil  more than 50,000 bp).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.986796
76,1,,,-4000,-2860,100-200,300-400,fragment,white ,,,76,V2.243,d17f8cae31a6d96f2869bfb81ce34938,0.864505,0.7,TRUE,4.75118,4,TRUE,TRUE,6,15,Sagehen_March142022_2_top_100_76-1000001.CSV,CC BY-NC,V2.243,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,de397b5c4047d0612afc403962b96844,11.48384,"flopp, de frond et al. 2021",ftir,c11. pink fiber,polymers,c11. pink fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13:07:15,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,########,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.973158
77,2,,,-3478,-3227,<50,100-200,fiber/filament,blue,,,77,V2.244,e42f6ddbda160f2a9b764f2a3475ce9e,0.873131,0.7,TRUE,5.077105,4,TRUE,TRUE,7,15,Sagehen_March142022_2_top_100_76-1000002.CSV,CC BY-NC,V2.244,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,6f3898500b24505a4003b417cb7d3e1b,5.798567,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313
78,3,,,-3706,-3202,50-100,50-100,fragment,brown,,,78,V2.245,91228e9c8cb77e1ead9eca90da3c7d07,0.829317,0.7,TRUE,6.884751,4,TRUE,TRUE,8,15,Sagehen_March142022_2_top_100_76-1000003.CSV,CC BY-NC,V2.245,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,8c31a6107f7143c84826e2c1df3c2721,7.481846,win cowger and sebastian primpke,ftir,fibre_grass,"polymer, minerals, organic materials",reflectance_5_a5_2,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.969191
79,4,,,-3740,-3735,50-100,50-100,fragment,white ,,,79,V2.246,72368b89973700c42a1bac57fc6ac150,0.6501,0.7,FALSE,4.973616,4,TRUE,FALSE,9,15,Sagehen_March142022_2_top_100_76-1000004.CSV,CC BY-NC,V2.246,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,52c7ae99e7070af6a247be0e340653d8,25.05392,rachel kozloski,ftir,ptfe,polymers,,,,,,,,,,transmission,,"sample received from manufacturer and ground into microparticles in the lab
spectra collected with thermofisher in10 uftir (cooled), transmission mode (absorbance),
resolution = 8, aperture = 50umx50um, filter = beer-norton, step = 25um",,,,,,,,,,,,,,,,,,,,,,,rachel kozloski,,,,,,,,,,,,,,,,,,,,,,,cc by-nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyhaloolefins (vinylhalides),plastic,poly(tetrafluoroethylene),polyhaloolefins (vinylhalides),0.957451
80,5,,,-4040,-13882,100-200,100-200,fragment,translucent,,,80,V2.247,a40798ddae7680d2e317f77f92e69be0,0.755638,0.7,TRUE,113.7439,4,TRUE,TRUE,10,15,Sagehen_March142022_2_top_100_76-1000005.CSV,CC BY-NC,V2.247,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,954e87038659e6f5fca4018c93ad62ca,53.1826,rruff,ftir,parisite-(ce),minerals,infrared/processed/parisitece__r050308-1__infrared__infrared_data_processed__702.txt,rruff,r050308,cace_2_(co_3_)_3_f_2_,"muzo, bogota, colombia",eugene schlepp,the identification of this mineral has been confirmed by x-ray diffraction and chemical analysis,rruff.info/r050308,lighter phase: ca_1.00_(ce_1.03_la_0.49_nd_0.42_y_0.06_)_=2_(co_3_)_3_f_2.00_ ; darker phase: ca_1.00_(ce_0.96_la_0.51_nd_0.48_y_0.05_)_=2_(co_3_)_3_(f_1.82_(oh)_0.18_)_=2_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green hexagonal prism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.921978
81,6,,,-3869,-13914,50-100,100-200,fragment,white ,,,81,V2.248,8cc79e3af239e30f74dbfbe1e1f698f6,0.848296,0.7,TRUE,14.25143,4,TRUE,TRUE,11,15,Sagehen_March142022_2_top_100_76-1000006.CSV,CC BY-NC,V2.248,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,88aa7f7ce172d195094f5934618bc538,118.4212,primpke et al. 2018,ftir,poly(vinyl stearate),"polymer, minerals, organic materials",198primpke,,,,,,,,,atr,,https://doi.org/10.1007/s00216-018-1156-x,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powder,"scientific polymer products, inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyvinylesters,plastic,poly(vinyl stearate),other plastic,0.947347
82,7,,,-3804,-12737,50-100,100-200,fragment,translucent,,,82,V2.249,607c925ef68eb2c9058f4092eb48c68f,0.825679,0.7,TRUE,15.86887,4,TRUE,TRUE,12,15,Sagehen_March142022_2_top_100_76-1000007.CSV,CC BY-NC,V2.249,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,63ac3e89bfdc77b9b6b6c987c239be3d,157.9757,rruff,raman,cuspidine,minerals,cuspidine__r060049__broad_scan__780__0__unoriented__raman_data_raw__16268,rruff,r060049,ca_4_(si_2_o_7_)f_2_,"ariccia, rome, italy",university of arizona mineral museum,the identification of this mineral is confirmed by single-crystal x-ray diffraction and chemical analysis.,rruff.info/r060049,ca_4.00_si_2.00_o_7_f_2.00_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white and colorless spear-shaped single crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,mineral,0.902659
83,8,,,-3673,-8290,<50,50-100,fragment,brown,,,83,V2.250,d0efb04d1c00c2b17e1f74b72567d94e,0.871805,0.7,TRUE,6.301904,4,TRUE,TRUE,13,15,Sagehen_March142022_2_top_100_76-1000008.CSV,CC BY-NC,V2.250,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,cb0d62d05d6882d37722909131626825,170.9984,kimmel_center,ftir,"collagen (fossil, 3726)","organic materials, minerals, archeology","./collagen (fossil, 3726).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,########,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989748
